id,jlpt_level,word,reading,image_review,meaning,Sentence(eg),Sentence(zh),Sentence,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review,Sentence(zh)_needs_review,Sentence(zh)_note
n4_07282,N4,冷える,ひえる,NO PICTURE,to grow cold,Desert sand cools off rapidly at night.,沙漠的沙子在夜间会迅速降温。,砂漠の砂は夜になると急速に冷える。,,,,Ichidan verb | intransitive verb,to grow cold | to get chilly | to cool down,scene_image,72,person_action_scene,action_state,person growwing cold,冷える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07285,N4,出席,しゅっせき・する,NO PICTURE,to attend,There were thirty people present at the meeting.,共有三十人出席会议。,その会議に出席したのは３０人だった。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,attendance | presence | appearance,scene_image,72,person_action_scene,action_state,person attending,出席,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07286,N4,出発,しゅっぱつ・する,NO PICTURE,to depart,When does the train leave for Boston?,去波士顿的火车什么时候出发？,ボストン行きの電車はいつ出発するの？,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,departure | leaving | setting off,scene_image,72,person_action_scene,action_state,person departing,出発,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07288,N4,別れる,わかれる,NO PICTURE,to separate,She plans to break up with her boyfriend.,她要和男友分手了。,彼女はボーイフレンドと別れるつもりだ。,,,,Ichidan verb | intransitive verb,to part (usu. of people) | to part from | to part with | to be apart from | to separate (of a couple),scene_image,72,person_action_scene,action_state,person separating,別れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07290,N4,割れる,われる,NO PICTURE,to break,Glass breaks easily.,杯子易碎。,ガラスはすぐ割れる。,,,,Ichidan verb | intransitive verb,to break | to be smashed | to split | to crack | to fissure,scene_image,72,person_action_scene,action_state,person breaking,割れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07293,N4,動く,うごく,NO PICTURE,to move,This toy car runs on batteries.,这个玩具汽车是装电池的。,このおもちゃの自動車は電池で動く。,,,,Godan verb with 'ku' ending | intransitive verb,to move | to stir | to shift | to shake | to swing,scene_image,72,person_action_scene,action_state,person moving,動く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07295,N4,勝つ,かつ,NO PICTURE,to win,We were confident that we would win the game.,我们确信能赢得比赛。,私達は、試合には勝つと確信していた。,,,,Godan verb with 'tsu' ending | intransitive verb,to win | to gain victory,scene_image,72,person_action_scene,action_state,person winning,勝つ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07296,N4,包む,つつむ,NO PICTURE,to wrap,Love is a pill made from a great many people's sufferings.,爱情是包裹着许多人痛苦的薄纱。,恋は多く人生の苦痛を包むオブラートなり。,,,,Godan verb with 'mu' ending | transitive verb,to wrap up | to pack | to bundle | to do up | to cover,scene_image,72,person_action_scene,action_state,person wrapping,包む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07303,N4,参る,まいる,NO PICTURE,"(humble) to go,to come","I don't like hot weather, so this heat's really getting to me.",我不太喜欢热天气，这热真的让我受不了。,暑いの苦手なんで、この暑さにはほんと参るわぁ。,,,,Godan verb with 'ru' ending | intransitive verb,to go | to come | to call | to be defeated | to collapse,scene_image,72,person_action_scene,action_state,person going,参る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07305,N4,取り替える,とりかえる,NO PICTURE,to exchange,Never swap horses while crossing a stream.,渡河时不要换马。,流れを渡っている間に馬を取り替えるな。,,,,Ichidan verb | transitive verb,to exchange | to swap | to barter | to trade | to replace,scene_image,72,person_action_scene,action_state,person exchanging,取り替える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07306,N4,受ける,うける,NO PICTURE,to take a lesson or test,"First come, first served.",先到先得。,最初に着いた者が最初に接待を受ける。,,,,Ichidan verb | transitive verb,"to receive | to get | to catch (e.g. a ball) | to be struck by (wind, waves, sunlight, etc.) | to sustain (damage)",scene_image,72,person_action_scene,action_state,person taking a lesson or test,受ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07308,N4,召し上がる,めしあがる,NO PICTURE,(polite) to eat,"Step right up, gents, and say what you'll have.",请进，各位，说说您想吃什么。,さあいらっしゃい、何を召し上がるか言いたまえ。,,,,Godan verb with 'ru' ending | transitive verb,to eat | to drink,scene_image,72,person_action_scene,action_state,person eating,召し上がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07310,N4,合う,あう,NO PICTURE,to match,There were no hats in that store that fit me.,那个店里没有合我尺寸的帽子。,あの店には私に合う帽子はなかったよ。,,,,Godan verb with 'u' ending | intransitive verb,to come together | to merge | to unite | to meet | to fit,scene_image,72,person_action_scene,action_state,person matching,合う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07311,N4,向かう,むかう,NO PICTURE,to face,"As soon as man is born, he begins to die.",从出生的一刻开始，我们就在步向死亡。,人は生まれるやいなや、死に向かう。,,,,Godan verb with 'u' ending | intransitive verb,to face | to go towards | to head towards,scene_image,72,person_action_scene,action_state,person facing,向かう,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07317,N4,喜ぶ,よろこぶ,NO PICTURE,to be delighted,We will tidy up our room so that Mom is satisfied.,我们将要整理房间，这样妈妈就会满意了。,部屋を片付けよう。ママが喜ぶから。,,,,Godan verb with 'bu' ending | transitive verb | intransitive verb,to be delighted | to be glad | to be pleased | to rejoice | to congratulate,scene_image,72,person_action_scene,action_state,person being delighted,喜ぶ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07318,N4,噛む,かむ,NO PICTURE,"to bite,to chew",Stop biting your nails.,不要再咬指甲了。,爪を噛むのはよしなさい。,,,,Godan verb with 'mu' ending | transitive verb,"to bite | to chew | to gnaw | to masticate | to fumble one's words (esp. during a play, broadcast, etc.)",scene_image,72,person_action_scene,action_state,person biting,噛む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07319,N4,回る,まわる,NO PICTURE,to go around,I've been as busy as a bee for the past two months.,这两个月忙得眼都转不过来了。,ここ2ケ月、目が回るほど忙しかった。,,,,Godan verb with 'ru' ending | intransitive verb,to go around | to make a circle around | to surround | to circle | to enclose,scene_image,72,person_action_scene,action_state,person going around,回る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07327,N4,塗る,ぬる,NO PICTURE,"to paint,to plaster",There was no need to paint the fence.,我不需要粉刷围墙。,フェンスにペンキを塗る必要はなかった。,,,,Godan verb with 'ru' ending | transitive verb,"to paint | to spread | to plaster | to apply (cream, lotion) | to smear",scene_image,72,person_action_scene,action_state,person painting,塗る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07328,N4,増える,ふえる,NO PICTURE,to increase,Some people gain weight when they stop smoking.,有些人在戒烟后长胖了。,人によって禁煙すると体重が増える場合がある。,,,,Ichidan verb | intransitive verb,to increase | to multiply,scene_image,72,person_action_scene,action_state,person increasing,増える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07330,N4,壊す,こわす,NO PICTURE,to break,Staying up late every night isn't good for you.,每晚熬夜的话，身体会垮掉的。,毎晩夜更かししていると、体を壊すよ。,,,,Godan verb with 'su' ending | transitive verb,to break | to destroy | to demolish | to wreck | to ruin,scene_image,72,person_action_scene,action_state,person breaking,壊す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07331,N4,壊れる,こわれる,NO PICTURE,to be broken,I heard something crashing in the kitchen in the middle of the night.,夜半的时候，我听见厨房传来一下撞击的声音。,夜中に台所で物が壊れる音がした。,,,,Ichidan verb | intransitive verb,to be broken | to break | to fall apart | to collapse | to be destroyed,scene_image,72,person_action_scene,action_state,person being broken,壊れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07334,N4,変える,かえる,NO PICTURE,to change,We have the power to change things.,我们拥有改变事物的力量。,私たちは物事を変える力を持っている。,,,,Ichidan verb | transitive verb,to change | to alter | to transform | to convert | to turn,scene_image,72,person_action_scene,action_state,person changing,変える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07335,N4,変わる,かわる,NO PICTURE,to change,You will be known by the company you keep.,人会随着交往对象的不同而改变。,人は付き合っている人によって変わる。,,,,Godan verb with 'ru' ending | intransitive verb,to change | to be transformed | to be altered | to vary | to move to,scene_image,72,person_action_scene,action_state,person changing,変わる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07342,N4,太る,ふとる,OK,to become fat,"If you eat stuff like potato chips in the middle of the night, you'll get fat.",半夜吃薯片之类的东西，就会发胖。,夜中にポテチなんか食べたら、太るよ。,,,,Godan verb with 'ru' ending | intransitive verb,to put on weight | to gain weight | to grow fat | to get stout,scene_image,72,person_action_scene,action_state,person becoming fat,太る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07347,N4,始める,はじめる,NO PICTURE,to begin,You ought to get to work on time.,你应该准时上班。,君は時間どおりに仕事を始めるべきだ。,,,,Ichidan verb | transitive verb,to start | to begin | to commence | to initiate | to originate,scene_image,72,person_action_scene,action_state,person beginning,始める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07357,N4,寄る,よる,NO PICTURE,to visit,I'm going to drop in on her next week.,下礼拜我要去拜访她一下。,来週彼女のところに立ち寄るつもりだ。,,,,Godan verb with 'ru' ending | intransitive verb,to approach | to draw near | to come near | to be close to | to gather (in one place),scene_image,72,person_action_scene,action_state,person visitting,寄る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07361,N4,尋ねる,たずねる,NO PICTURE,to ask,I will ask him about it tomorrow.,我明天会问他。,明日そのことについて彼に尋ねるつもりです。,,,,Ichidan verb | transitive verb,to ask | to enquire | to inquire | to search | to look for,scene_image,72,person_action_scene,action_state,person asking,尋ねる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07365,N4,届ける,とどける,NO PICTURE,to reach,I was able to reach a lot of people.,成功地将信息传达给了很多人。,多くの方々に届けることができた。,,,,Ichidan verb | transitive verb,to deliver | to forward | to send | to report | to notify,scene_image,72,person_action_scene,action_state,person reaching,届ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07378,N4,建てる,たてる,NO PICTURE,to build,These tools are used for building a house.,这些工具是用来造房子的。,これらの道具は家を建てるのに使われる。,,,,Ichidan verb | transitive verb,to build | to construct,scene_image,72,person_action_scene,action_state,person building,建てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07380,N4,引き出す,ひきだす,NO PICTURE,to withdraw,We derive further pleasure from our study.,我们从学习中进一步发掘了乐趣。,我々は勉強からさらに楽しみを引き出す。,,,,Godan verb with 'su' ending | transitive verb,to pull out | to take out | to draw out | to lead out (e.g. a horse from a stable) | to summon (e.g. to court),scene_image,72,person_action_scene,action_state,person withdrawwing,引き出す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07381,N4,引っ越す,ひっこす,NO PICTURE,to move house,We're moving out of this apartment next month.,我们下个月要搬离这个公寓。,来月このアパートから引っ越すんです。,,,,Godan verb with 'su' ending | intransitive verb,to move (house) | to change residence,scene_image,72,person_action_scene,action_state,person moving house,引っ越す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07383,N4,役に立つ,やくにたつ,NO PICTURE,to be helpful,Credit cards are useful but dangerous.,信用卡很有用，但也有风险。,クレジットカードは役に立つが危険だ。,,,,"expressions (phrases, clauses, etc.) | Godan verb with 'tsu' ending",to be helpful | to be useful,scene_image,72,person_action_scene,action_state,person being helpful,役に立つ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07390,N4,心配,しんぱい・する,NO PICTURE,to worry,I'm worried that I'll make a mistake.,担心自己会犯错。,間違えるんじゃないかと心配なんです。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | adjectival nouns or quasi-adjectives (keiyodoshi),worry | concern | anxiety | uneasiness | fear,scene_image,72,person_action_scene,action_state,person worrying,心配,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07394,N4,怒る,おこる,NO PICTURE,"to get angry,to be angry",It's unlike him to get so angry.,这么生气不像他。,あんなに怒るなんて彼らしくない。,,,,Godan verb with 'ru' ending | intransitive verb | transitive verb,to get angry | to get mad | to lose one's temper | to scold | to tell (someone) off,scene_image,72,person_action_scene,action_state,person getting angry,怒る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07396,N4,思い出す,おもいだす,NO PICTURE,to remember,These pictures always remind me of the old days.,这些照片总是让我想起昔日时光。,この写真を見るといつも昔を思い出す。,,,,Godan verb with 'su' ending | transitive verb,to recall | to remember | to recollect,scene_image,72,person_action_scene,action_state,person rememberring,思い出す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07397,N4,思う,おもう,NO PICTURE,"to think,to feel",I think offensive slang also needs to be included in sample sentences.,我觉得恶劣的俚语也需要包含在例句中。,酷いスラングも例文には必要だと思う。,,,,Godan verb with 'u' ending | transitive verb,to think | to consider | to believe | to reckon | to think (of doing),scene_image,72,person_action_scene,action_state,person thinking,思う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07399,N4,急ぐ,いそぐ,NO PICTURE,to hurry,"At the end of a working day, everybody is in a hurry to get home.",工作了一天之后，大家都急着回家。,一日の仕事が終わると皆家路を急ぐ。,,,,Godan verb with 'gu' ending | intransitive verb | transitive verb,to hurry | to rush | to hasten | to make something happen sooner,scene_image,72,person_action_scene,action_state,person hurrying,急ぐ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07407,N4,戻る,もどる,NO PICTURE,to turn back,I don't know exactly when I'll be back.,什么时候回来，还一点不清楚。,いつ戻るか、はっきり分からないんだ。,,,,Godan verb with 'ru' ending | intransitive verb,to turn back (e.g. half-way) | to return | to go back | to recover (e.g. something lost) | to be returned,scene_image,72,person_action_scene,action_state,person turning back,戻る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07408,N4,手伝う,てつだう,NO PICTURE,to assist,She always expects me to help her.,她总是指望我，指望我能帮她。,彼女はいつも僕が手伝うのを期待する。,,,,Godan verb with 'u' ending | transitive verb,to help | to assist | to aid | to contribute to | to be a factor in,scene_image,72,person_action_scene,action_state,person assisting,手伝う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07410,N4,打つ,うつ,NO PICTURE,to hit,Go is my only distraction.,要说舒压的话我也就是打打围棋了。,気晴らしと言えば碁を打つことぐらいだ。,,,,Godan verb with 'tsu' ending | transitive verb,to hit | to strike | to knock | to beat | to punch,scene_image,72,person_action_scene,action_state,person hitting,打つ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07411,N4,払う,はらう,NO PICTURE,to pay,Everybody seems to pay attention to what he says.,大家好像都很注意听他讲话。,皆は彼の言うことに注意を払うようだ。,,,,Godan verb with 'u' ending | transitive verb,"to pay (e.g. money, bill) | to brush off | to wipe away | to clear away | to dust off",scene_image,72,person_action_scene,action_state,person paying,払う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07412,N4,承知,しょうち・する,NO PICTURE,to consent,We know that all men are mortal.,我们知道人皆难免一死。,人はすべて死すべきものと承知している。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,knowledge | awareness | acceptance | consent | assent,scene_image,72,person_action_scene,action_state,person consenting,承知,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07414,N4,投げる,なげる,NO PICTURE,to throw or cast away,I saw Tom throw something at your dog.,我看到汤姆向你的狗扔了东西。,トムが君の犬に何か投げるのを見たよ。,,,,Ichidan verb | transitive verb,to throw | to hurl | to fling | to toss | to cast,scene_image,72,person_action_scene,action_state,person throwwing or cast away,投げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07415,N4,折る,おる,NO PICTURE,to break or to fold,It is like looking for a needle in a haystack.,这好比大海捞针。,無駄骨を折るだけだ。,,,,Godan verb with 'ru' ending | transitive verb,to break | to fracture | to break off | to snap off | to pick (e.g. flowers),scene_image,72,person_action_scene,action_state,person breaking or to fold,折る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07416,N4,折れる,おれる,NO PICTURE,to break or be folded,I don't like anything like hard work.,我不喜欢任何辛苦的工作。,すこしでも骨の折れるようなことはごめんだ。,,,,Ichidan verb | intransitive verb,to break | to be broken | to snap | to fracture | to be folded,scene_image,72,person_action_scene,action_state,person breaking or be folded,折れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07418,N4,招待,しょうたい・する,NO PICTURE,to invite,Thank you for inviting me.,谢谢你邀请我。,ご招待いただきありがとうございます。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,invitation,scene_image,72,person_action_scene,action_state,person inviting,招待,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07419,N4,拝見,はいけん・する,NO PICTURE,(humble) to look at,May I look at your passport?,我可以看看你的护照吗？,パスポートを拝見してよろしいですか。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,seeing | looking at,scene_image,72,person_action_scene,action_state,person looking at,拝見,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07420,N4,拾う,ひろう,OK,"to pick up,to gather",It is a lot of fun picking various shells on the sands.,在海滩上捡不同的贝壳确实很有趣。,砂浜でいろんな貝を拾うのは実に楽しい。,,,,Godan verb with 'u' ending | transitive verb,to pick up | to gather | to find (and pick up; something someone has dropped) | to select | to choose,scene_image,72,person_action_scene,action_state,person picking up,拾う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07423,N4,捕まえる,つかまえる,NO PICTURE,to seize,It is difficult to catch a rabbit by hand.,徒手逮兔挺难。,ウサギを素手で捕まえるのは難しいよ。,,,,Ichidan verb | transitive verb,to catch | to capture | to arrest | to seize | to restrain,scene_image,72,person_action_scene,action_state,person seizing,捕まえる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07424,N4,捨てる,すてる,NO PICTURE,to throw away,Is Tom going to dump Mary?,汤姆要甩了玛丽吗？,トムはメアリーのこと捨てる気なの？,,,,Ichidan verb | transitive verb,to throw away | to cast away | to dump | to discard | to abandon,scene_image,72,person_action_scene,action_state,person throwwing away,捨てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07425,N4,掛ける,かける,NO PICTURE,to hang something,Please make sure that the door is locked.,请务必确认门是锁着的。,必ずドアに鍵を掛けるようにして下さい。,,,,Ichidan verb | transitive verb,"to hang up (e.g. a coat, a picture on the wall) | to let hang | to suspend (from) | to hoist (e.g. sail) | to raise (e.g. flag)",scene_image,72,person_action_scene,action_state,person hanging something,掛ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07426,N4,探す,さがす,NO PICTURE,to look for,Will you help me look for my purse?,你能帮我找找我的钱包吗？,財布を探すのを手伝ってくれませんか。,,,,Godan verb with 'su' ending | transitive verb,"to search for | to look for | to hunt for | to seek | to search (a house, pocket, etc.)",scene_image,72,person_action_scene,action_state,person looking for,探す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07427,N4,揺れる,ゆれる,NO PICTURE,"to shake,to sway",We felt the house shake a little.,我们感觉到房子摇动了一下。,家がすこし揺れるのを感じた。,,,,Ichidan verb | intransitive verb,to shake | to sway | to rock | to swing | to tremble,scene_image,72,person_action_scene,action_state,person shaking,揺れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07428,N4,支度,したく・する,NO PICTURE,to prepare,My mother is preparing breakfast.,妈妈正在准备早餐。,母さんは、朝食の支度をしてるよ。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,preparation | arrangements,scene_image,72,person_action_scene,action_state,person preparing,支度,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07429,N4,放送,ほうそう・する,NO PICTURE,to broadcast,The football game is now being broadcast.,电视台现在正在播放足球赛。,フットボールの試合が放送中なんだよ。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,broadcasting | broadcast | program | announcement,scene_image,72,person_action_scene,action_state,person broadcasting,放送,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07431,N4,故障,こしょう・する,NO PICTURE,to break-down,Something seems to be wrong with this watch.,这个表似乎哪里坏了。,この時計はどこか故障しているらしい。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb | transitive verb,fault | trouble | breakdown | failure | being out of order,scene_image,72,person_action_scene,action_state,person break-downing,故障,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07451,N4,暮れる,くれる,NO PICTURE,"to get dark,to come to an end",The children played outside until dark.,孩子们一直玩到天黑。,子供は日が暮れるまで外で遊んでいた。,,,,Ichidan verb | intransitive verb,"to get dark | to grow dark | to end (of a day, year, season, etc.) | to come to an end | to close",scene_image,72,person_action_scene,action_state,person getting dark,暮れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07461,N4,案内,あんない・する,NO PICTURE,to guide,She will show you around this town.,她会带你到镇上逛一圈的。,彼女がこの町をあちこちご案内します。,,,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,guidance | leading (the way) | showing around | information | notice,scene_image,72,person_action_scene,action_state,person guiding,案内,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07464,N4,植える,うえる,NO PICTURE,"to plant,to grow",Squirrels help plant trees.,松鼠们帮忙种树。,リスは木を植えるのを手伝ってくれます。,,,,Ichidan verb | transitive verb,to plant | to grow | to raise | to insert | to transplant,scene_image,72,person_action_scene,action_state,person planting,植える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07466,N4,楽む,たのしむ,NO PICTURE,to enjoy oneself,,,,,,,Godan verb with 'mu' ending | transitive verb,to enjoy | to take pleasure in | to have a good time | to have fun | to amuse oneself,scene_image,72,person_action_scene,action_state,person enjoying oneself,楽む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07468,N4,止む,やむ,NO PICTURE,to stop,It rained continuously all day.,雨没有停，连着下了整天。,一日中、雨は止むことなく降り続いた。,,,,Godan verb with 'mu' ending | intransitive verb,to cease | to stop | to be over,scene_image,72,person_action_scene,action_state,person stopping,止む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07469,N4,止める,とめる,NO PICTURE,to stop something,I held up my hand to stop a taxi.,我举起手拦出租车。,タクシーを止めるため私は手を上げた。,,,,Ichidan verb | transitive verb,to stop | to turn off | to park | to prevent | to suppress (a cough),scene_image,72,person_action_scene,action_state,person stopping something,止める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07473,N4,残る,のこる,NO PICTURE,to remain,How many days will you remain in London?,你要在伦敦待几天？,君はロンドンに何日残るつもりですか。,,,,Godan verb with 'ru' ending | intransitive verb,to remain | to be left,scene_image,72,person_action_scene,action_state,person remaining,残る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07475,N4,比べる,くらべる,NO PICTURE,to compare,Stop comparing Tom with Mary.,别再拿汤姆和玛丽比较了。,トムとメアリーを比べるのは止めろよ。,,,,Ichidan verb | transitive verb,"to compare | to make a comparison (between) | to compete (on) | to measure (one's strength, ability, etc. against another's)",scene_image,72,person_action_scene,action_state,person comparing,比べる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07482,N4,汚れる,よごれる,NO PICTURE,to get dirty,I don't want to get my clothes dirty.,我不想弄脏衣服。,服が汚れるのは嫌だな。,,,,Ichidan verb | intransitive verb,to be violated | to be corrupted | to be polluted | to be stained,scene_image,72,person_action_scene,action_state,person getting dirty,汚れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07484,N4,決める,きめる,NO PICTURE,to decide,Rock Paper Scissors was used to decide who would be in charge.,决定由谁负责的是用石头剪刀布来决定的。,じゃんけんで係を決めることになった。,,,,Ichidan verb | transitive verb,to decide | to choose | to determine | to make up one's mind | to resolve,scene_image,72,person_action_scene,action_state,person deciding,決める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07485,N4,決る,きまる,NO PICTURE,to be decided,How long adolescence continues is determined by biological factors.,青春期持续多久是由生物因素决定的。,青春期がどのくらい長く続くかは生物学的要因によって決る。,,,,Godan verb with 'ru' ending | intransitive verb,to be decided | to be settled | to be fixed | to be arranged | to be unchanging,scene_image,72,person_action_scene,action_state,person being decided,決る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07487,N4,沸かす,わかす,NO PICTURE,"to boil,to heat",,我现在要烧水，等一下。,今からお湯を沸かすから、それまでちょっと待ってて。,,,,Godan verb with 'su' ending | transitive verb,"to boil | to heat (a liquid) | to prepare (a bath, hot drink) | to excite | to rouse",scene_image,72,person_action_scene,action_state,person boiling,沸かす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07488,N4,沸く,わく,NO PICTURE,"to boil, to grow hot,to get excited",Movie making is an exciting job.,电影制作是一个令人兴奋的工作。,映画作りは人をわくわくさせる仕事だ。,,,,Godan verb with 'ku' ending | intransitive verb,"to grow hot (e.g. water) | to boil | to get excited (at) | to erupt (in applause, cheering, etc.) | to be in a ferment",scene_image,72,person_action_scene,action_state,person boiling,沸く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07489,N4,治る,なおる,NO PICTURE,"to be cured,to heal",Is it true that you recover from colds when you give them to someone else?,传染感冒给别人真的能好？,風邪って人にうつすと治るってほんと？,,,,Godan verb with 'ru' ending | intransitive verb,to get better | to get well | to recover (from an illness) | to be cured | to be restored,scene_image,72,person_action_scene,action_state,person being cured,治る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,FALSE,
n4_07490,N4,泊まる,とまる,NO PICTURE,to lodge at,I always stay at this hotel.,我一直住这家酒店的哦。,いつもこのホテルに泊まるんですよ。,,,,Godan verb with 'ru' ending | intransitive verb,to stay at (e.g. hotel) | to be docked | to be berthed | to be moored,scene_image,72,person_action_scene,action_state,person lodging at,泊まる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
n4_07492,N4,泣く,なく,NO PICTURE,to weep,Don't cry. Crying doesn't solve anything.,别哭了！哭也不能解决问题。,泣くな！ 泣いても何も解決しないぞ。,,,,Godan verb with 'ku' ending | intransitive verb,to cry | to shed tears | to weep | to sob | to suffer (from),scene_image,72,person_action_scene,action_state,person weeping,泣く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,,,
