id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n1_02378,N1,犯す,おかす,to commit;to perpetrate;to violate;to rape,Godan verb with 'su' ending | transitive verb,to commit (e.g. crime) | to perpetrate | to make (e.g. mistake) | to break (e.g. rule) | to violate,scene_image,72,person_action_scene,action_state,person committing,犯す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02379,N1,状,じょう,shape,"noun (common) (futsuumeishi) | noun, used as a suffix",form | shape | appearance | state | condition,skip,10,not_recommended,skip,shape,状,,function word or bound form,Tanos JLPT vocabulary
n1_02380,N1,独創,どくそう,originality,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru,originality,review,48,action_needs_review,person_family,person originalitying,独創,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02381,N1,独占,どくせん,monopoly,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,monopoly | monopolization | exclusivity | hogging | keeping to oneself,review,48,action_needs_review,person_family,person monopolying,独占,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02382,N1,独自,どくじ,original;peculiar;characteristic,nouns which may take the genitive case particle 'no' | adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),original | unique | distinctive | characteristic | peculiar,skip,10,not_recommended,skip,original,独自,,function word or bound form,Tanos JLPT vocabulary
n1_02383,N1,独裁,どくさい,dictatorship;despotism,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"dictatorship | despotism | autocracy | running (a company, etc.) despotically",review,48,action_needs_review,person_family,person dictatorshipping,独裁,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02384,N1,猛烈,もうれつ,violent;vehement;rage,adjectival nouns or quasi-adjectives (keiyodoshi),fierce | intense | severe | violent | strong,scene_image,68,visual_state_scene,action_state,violent scene,猛烈,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02385,N1,獣,けだもの,beast;brute,noun (common) (futsuumeishi),beast | brute | animal | animal with human characteristics,review,55,noun_needs_review,general,beast,獣,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02386,N1,獲得,かくとく,acquisition;possession,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | nouns which may take the genitive case particle 'no',acquisition | possession,skip,10,not_recommended,skip,acquisition,獲得,,function word or bound form,Tanos JLPT vocabulary
n1_02387,N1,獲物,えもの,game;spoils;trophy,noun (common) (futsuumeishi),prey | catch | kill | game | spoils,review,55,noun_needs_review,general,game,獲物,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02388,N1,玄人,くろうと,expert;professional;geisha;prostitute,noun (common) (futsuumeishi),expert | professional | master | connoisseur | woman in the nightlife business,review,55,noun_needs_review,general,expert,玄人,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02389,N1,率いる,ひきいる,to lead;to spearhead (a group);to command (troops),Ichidan verb | transitive verb,to lead | to spearhead (a group) | to command (troops),scene_image,72,person_action_scene,action_state,person leading,率いる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02390,N1,率直,そっちょく,frankness;candour;openheartedness,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),frank | candid | straightforward | openhearted | direct,scene_image,68,visual_state_scene,action_state,frankness scene,率直,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02391,N1,玉,ぎょく,king (shogi),noun (common) (futsuumeishi),"ball | sphere | globe | orb | bead (of sweat, dew, etc.)",review,55,noun_needs_review,general,king,玉,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02392,N1,玩具,おもちゃ,toy,noun (common) (futsuumeishi),toy | (person or thing treated as a) plaything,review,55,noun_needs_review,general,toy,玩具,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02393,N1,班,はん,group;party;section (mil),"noun (common) (futsuumeishi) | noun, used as a suffix",group | party | team | squad | section,skip,10,not_recommended,skip,group,班,,function word or bound form,Tanos JLPT vocabulary
n1_02394,N1,現われ,あらわれ,embodiment;materialization,noun (common) (futsuumeishi),embodiment | manifestation | materialization | materialisation | expression,review,55,noun_needs_review,general,embodiment,現われ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02395,N1,現われる,あらわれる,to appear;to come in sight;to become visible;to come out;to embody;to materialize;to express oneself,Ichidan verb | intransitive verb,to appear | to come in sight | to become visible | to come out | to embody,scene_image,72,person_action_scene,action_state,person appearing,現われる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02396,N1,現像,げんぞう,developing (film),noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,development (of film) | photographic processing,review,48,action_needs_review,person_family,person developinging,現像,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02397,N1,現地,げんち,actual place;local,noun (common) (futsuumeishi),actual place | actual location | the spot | the scene | the field,direct_image,84,single_object_or_place,place_building,actual place,現地,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary
n1_02398,N1,現場,げんじょう,actual spot;scene;scene of the crime,noun (common) (futsuumeishi),"actual spot | scene (of a crime, accident, etc.) | (on) site | (on) the ground | (in) the field",review,55,noun_needs_review,general,actual spot,現場,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02399,N1,現行,げんこう,present;current;in operation,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',present | current | in operation,skip,10,not_recommended,skip,present,現行,,function word or bound form,Tanos JLPT vocabulary
n1_02400,N1,球根,きゅうこん,(plant) bulb,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',(plant) bulb,skip,10,not_recommended,skip,bulb,球根,,function word or bound form,Tanos JLPT vocabulary
n1_02401,N1,理屈,りくつ,theory;reason,noun (common) (futsuumeishi),theory | reason | logic | (unreasonable) argument | strained logic,review,55,noun_needs_review,general,theory,理屈,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02402,N1,理性,りせい,reason;sense,noun (common) (futsuumeishi),reason | reasoning power | (one's) sense,skip,25,abstract_noun,skip,reason,理性,,abstract noun,Tanos JLPT vocabulary
n1_02403,N1,理論,りろん,theory,noun (common) (futsuumeishi),theory,review,55,noun_needs_review,general,theory,理論,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02404,N1,瓶,かめ,earthenware pot,noun (common) (futsuumeishi),earthenware pot,review,55,noun_needs_review,general,earthenware pot,瓶,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02405,N1,甘い,うまい,delicious,adjective (keiyoushi),sweet-tasting | sweet | sugary | sugared | fragrant (smelling),scene_image,68,visual_state_scene,action_state,delicious scene,甘い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02406,N1,甘える,あまえる,to behave like a spoiled child;to fawn on,Ichidan verb | intransitive verb,to behave like a spoiled child | to fawn on | to take advantage of | to presume upon (e.g. another's benevolence) | to depend on,scene_image,72,person_action_scene,action_state,person behaving like a spoiled child,甘える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02407,N1,甘口,あまくち,sweet flavour;mildness;flattery;stupidity,adjectival nouns or quasi-adjectives (keiyodoshi) | nouns which may take the genitive case particle 'no' | noun (common) (futsuumeishi),sweet flavour | sweet flavor | mildness | flattery | stupidity,skip,10,not_recommended,skip,sweet flavour,甘口,,function word or bound form,Tanos JLPT vocabulary
n1_02408,N1,甚だ,はなはだ,very;greatly;exceedingly,adverb (fukushi),very | greatly | extremely | exceedingly | highly,review,48,action_needs_review,person_family,person verying,甚だ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02409,N1,生,き,pure;undiluted;raw;crude,noun (common) (futsuumeishi) | prefix,pure | undiluted | raw | crude,skip,10,not_recommended,skip,pure,生,,function word or bound form,Tanos JLPT vocabulary
n1_02410,N1,生かす,いかす,to revive;to resuscitate;to make use of,Godan verb with 'su' ending | transitive verb,"to make (the best) use of | to put to good use | to leverage (skills, attributes, experience, etc.) | to capitalise on (experience, etc.) | to let live",scene_image,72,person_action_scene,action_state,person reviving,生かす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02411,N1,生まれつき,うまれつき,by nature;by birth;native,adverb (fukushi) | nouns which may take the genitive case particle 'no' | noun (common) (futsuumeishi),by nature | by birth | naturally | natural | innate,skip,10,not_recommended,skip,by nature,生まれつき,,function word or bound form,Tanos JLPT vocabulary
n1_02412,N1,生やす,はやす,to grow;to cultivate;to wear beard,Godan verb with 'su' ending | transitive verb,to grow | to cultivate | to let grow (e.g. weeds),scene_image,72,person_action_scene,action_state,person growwing,生やす,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02413,N1,生死,せいし,life and death,noun (common) (futsuumeishi),life and death | life or death | samsara (cycle of death and rebirth) | death,review,55,noun_needs_review,general,life and death,生死,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02414,N1,生温い,なまぬるい,lukewarm;halfhearted,adjective (keiyoushi),lukewarm | tepid | half-hearted | vague | weak,scene_image,68,visual_state_scene,action_state,lukewarm scene,生温い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02415,N1,生理,せいり,physiology;menses,noun (common) (futsuumeishi),physiology | menstruation | one's period,review,55,noun_needs_review,general,physiology,生理,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02416,N1,生真面目,きまじめ,too serious;person who is too serious;honesty;sincerity,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),overserious | deeply sincere | very earnest,scene_image,68,visual_state_scene,action_state,too serious scene,生真面目,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02417,N1,生育,せいいく,growth;development;breeding,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,birth and growth | giving birth and raising | development | breeding,review,48,action_needs_review,person_family,person growthing,生育,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02418,N1,生臭い,なまぐさい,smelling of fish or blood;fish or meat,adjective (keiyoushi),smelling of fish | fishy | smelling of blood | bloody | degenerate (of a monk),scene_image,68,visual_state_scene,action_state,smelling of fish or blood scene,生臭い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02419,N1,生計,せいけい,livelihood;living,noun (common) (futsuumeishi),livelihood | living,review,55,noun_needs_review,general,livelihood,生計,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02420,N1,生身,なまみ,living flesh;flesh and blood;the quick,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',"living flesh | flesh and blood | living (human) | raw (flesh, esp. fish)",skip,10,not_recommended,skip,living flesh,生身,,function word or bound form,Tanos JLPT vocabulary
n1_02421,N1,産む,うむ,to give birth;to deliver;to produce,Godan verb with 'mu' ending | transitive verb,to give birth | to bear (child) | to lay (eggs) | to produce | to yield,scene_image,72,person_action_scene,action_state,person giving birth,産む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02422,N1,産休,さんきゅう,maternity leave,noun (common) (futsuumeishi),maternity leave | paternity leave,review,55,noun_needs_review,general,maternity leave,産休,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02423,N1,産出,さんしゅつ,yield;produce,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,production | output | turning out | extraction (e.g. of minerals),review,48,action_needs_review,person_family,person yielding,産出,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02424,N1,産婦人科,さんふじんか,maternity and gynecology department,noun (common) (futsuumeishi),maternity and gynaecology department (gynecology) | department of obstetrics and gynaecology (gynecology),review,55,noun_needs_review,general,maternity and gynecology department,産婦人科,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02425,N1,産後,さんご,postpartum;after childbirth,nouns which may take the genitive case particle 'no' | noun (common) (futsuumeishi),after childbirth | postpartum,skip,10,not_recommended,skip,postpartum,産後,,function word or bound form,Tanos JLPT vocabulary
n1_02426,N1,産物,さんぶつ,product;result;fruit,noun (common) (futsuumeishi),product | produce | result | fruit,review,55,noun_needs_review,general,product,産物,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02427,N1,甥,おい,nephew,noun (common) (futsuumeishi),nephew,review,55,noun_needs_review,general,nephew,甥,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02428,N1,用件,ようけん,business,noun (common) (futsuumeishi),business | thing to be done | something that should be performed | information that should be conveyed,review,55,noun_needs_review,general,business,用件,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02429,N1,用品,ようひん,articles;supplies;parts,noun (common) (futsuumeishi),articles | supplies (e.g. office supplies) | things (for) | utensils | goods,review,55,noun_needs_review,general,articles,用品,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02430,N1,用法,ようほう,directions;rules of use,noun (common) (futsuumeishi),way of using (something) | usage | use | directions (for use),review,55,noun_needs_review,general,directions,用法,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02431,N1,用紙,ようし,blank form,noun (common) (futsuumeishi),blank form | sheets of paper | sheet of paper,review,55,noun_needs_review,general,blank form,用紙,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02432,N1,田園,でんえん,country;rural districts,noun (common) (futsuumeishi),the country | countryside | rural districts | cultivated land | fields,review,55,noun_needs_review,general,country,田園,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02433,N1,甲,きのえ,1st in rank;first sign of the Chinese calendar;shell;instep;grade A,noun (common) (futsuumeishi),armor | armour,review,55,noun_needs_review,general,1st in rank,甲,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02434,N1,申し入れる,もうしいれる,to propose;to suggest,Ichidan verb | transitive verb,to propose | to suggest,scene_image,72,person_action_scene,action_state,person proposing,申し入れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02435,N1,申し出る,もうしでる,to report to;to tell;to suggest;to submit;to request;to make an offer;to come forward with informati,Ichidan verb | transitive verb,to offer | to propose | to suggest | to put forward | to request,scene_image,72,person_action_scene,action_state,person reporting to,申し出る,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02436,N1,申し分,もうしぶん,objection;shortcomings,noun (common) (futsuumeishi),complaint | protest | objection | fault | one's say,review,55,noun_needs_review,general,objection,申し分,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02437,N1,申し込み,もうしこみ,application;entry;request;subscription;offer;proposal;overture;challenge,noun (common) (futsuumeishi),application | entry | request | subscription | offer,review,55,noun_needs_review,general,application,申し込み,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02438,N1,申出,もうしで,proposal;request;claim;report;notice,noun (common) (futsuumeishi),proposal | offer | request | application,review,55,noun_needs_review,general,proposal,申出,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02439,N1,申告,しんこく,report;statement;filing a return;notification,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,report | return (e.g. tax) | statement | declaration | notification,review,48,action_needs_review,person_family,person reporting,申告,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02440,N1,画,かく,stroke,noun (common) (futsuumeishi) | counter,stroke (of a kanji),skip,10,not_recommended,skip,stroke,画,,function word or bound form,Tanos JLPT vocabulary
n1_02441,N1,画期,かっき,epoch-making,noun (common) (futsuumeishi),transition from one epoch to another | change of era,review,55,noun_needs_review,general,epoch-making,画期,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02442,N1,畏まりました,かしこまりました,certainly!,"expressions (phrases, clauses, etc.)",certainly! | very well | with pleasure | understood!,review,45,manual_review,general,certainly!,畏まりました,general,insufficient POS signal,Tanos JLPT vocabulary
n1_02443,N1,留める,とどめる,to stop;to cease;to put an end to,Ichidan verb | transitive verb,to stop | to turn off | to park | to prevent | to suppress (a cough),scene_image,72,person_action_scene,action_state,person stopping,留める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02444,N1,畜生,ちくしょう,beast;brute;damn,interjection (kandoushi) | noun (common) (futsuumeishi),damn it | damn | son of a bitch | for Christ's sake | beast,review,55,noun_needs_review,general,beast,畜生,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02445,N1,畜産,ちくさん,animal husbandry,noun (common) (futsuumeishi),animal husbandry | livestock industry,direct_image,84,single_object_or_place,animal,animal husbandry,畜産,animal,concrete noun domain: animal,Tanos JLPT vocabulary
n1_02446,N1,略奪,りゃくだつ,pillage;plunder;looting;robbery,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,pillage | plunder | looting | robbery,review,48,action_needs_review,person_family,person pillaging,略奪,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02447,N1,略語,りゃくご,abbreviation;acronym,noun (common) (futsuumeishi),abbreviation | acronym,review,55,noun_needs_review,general,abbreviation,略語,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02448,N1,番目,ばんめ,cardinal number suffix,counter | noun (common) (futsuumeishi),the nth ... | divisions of a kabuki performance,skip,10,not_recommended,skip,cardinal number suffix,番目,,function word or bound form,Tanos JLPT vocabulary
n1_02449,N1,異動,いどう,a change,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,(personnel) change | transfer | relocation | reassignment | reshuffle,review,48,action_needs_review,person_family,person changing,異動,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02450,N1,異性,いせい,the opposite sex,noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no',the opposite sex | isomerism,skip,10,not_recommended,skip,opposite sex,異性,,function word or bound form,Tanos JLPT vocabulary
n1_02451,N1,異見,いけん,different opinion;objection,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,different opinion | different view | dissenting view | objection | scolding,review,48,action_needs_review,person_family,person differenting opinion,異見,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02452,N1,異論,いろん,different opinion;objection,noun (common) (futsuumeishi),different opinion | objection,skip,25,abstract_noun,skip,different opinion,異論,,abstract noun,Tanos JLPT vocabulary
n1_02453,N1,異議,いぎ,objection;dissent;protest,noun (common) (futsuumeishi),objection | dissent | protest,review,55,noun_needs_review,general,objection,異議,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02454,N1,畳,じょう,#NAME?,counter,"tatami mat (esp. as a measure of room size, either 1.82 sqm or 1.54 sqm)",skip,10,not_recommended,skip,#NAME?,畳,,function word or bound form,Tanos JLPT vocabulary
n1_02455,N1,疎か,おろそか,neglect;negligence;carelessness,adjectival nouns or quasi-adjectives (keiyodoshi),negligent | neglectful | careless | remiss,scene_image,68,visual_state_scene,action_state,neglect scene,疎か,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02456,N1,疑惑,ぎわく,doubt;misgivings;distrust;suspicion,"noun (common) (futsuumeishi) | nouns which may take the genitive case particle 'no' | noun, used as a suffix",doubt | misgivings | distrust | suspicion,skip,10,not_recommended,skip,doubt,疑惑,,function word or bound form,Tanos JLPT vocabulary
n1_02457,N1,疲労,ひろう,fatigue;weariness,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"fatigue | weariness | exhaustion | tiredness | fatigue (of metal, etc.)",review,48,action_needs_review,person_family,person fatiguing,疲労,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02458,N1,疾っくに,とっくに,long ago;already;a long time ago,adverb (fukushi),long ago | a long time ago | already,review,48,action_needs_review,person_family,person longing ago,疾っくに,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02459,N1,病,やまい,illness;disease,noun (common) (futsuumeishi),illness | disease | bad habit | weakness | fault,direct_image,84,single_object_or_place,body_health,illness,病,body_health,concrete noun domain: body_health,Tanos JLPT vocabulary
n1_02460,N1,病む,やむ,to fall ill;to be ill,Godan verb with 'mu' ending | intransitive verb | transitive verb,to fall ill | to suffer from (e.g. a disease) | to have something wrong with (e.g. an inner organ) | to be depressed | to feel down,scene_image,72,person_action_scene,action_state,person falling ill,病む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02461,N1,症,しょう,illness,suffix,illness | condition | -pathy,skip,10,not_recommended,skip,illness,症,,function word or bound form,Tanos JLPT vocabulary
n1_02462,N1,痒い,かゆい,itchy;itching,adjective (keiyoushi),itchy,scene_image,68,visual_state_scene,action_state,itchy scene,痒い,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02463,N1,痛む,いたむ,to hurt;to feel a pain;to be injured,Godan verb with 'mu' ending | intransitive verb,to hurt | to ache | to feel a pain | to be injured | to be spoiled (e.g. food),scene_image,72,person_action_scene,action_state,person hurting,痛む,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02464,N1,痛める,いためる,to hurt;to injure;to cause pain;to worry;to bother;to afflict;to be grieved over,Ichidan verb | transitive verb,to hurt | to injure | to cause pain | to harm | to damage,scene_image,72,person_action_scene,action_state,person hurting,痛める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02465,N1,痛切,つうせつ,keen;acute,adjectival nouns or quasi-adjectives (keiyodoshi) | noun (common) (futsuumeishi),keen | acute | heartfelt,scene_image,68,visual_state_scene,action_state,keen scene,痛切,action_state,adjective can be shown visually,Tanos JLPT vocabulary
n1_02466,N1,痛感,つうかん,feeling keenly;fully realizing,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,feeling keenly | fully realizing,review,48,action_needs_review,person_family,person feelinging keenly,痛感,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02467,N1,痺れる,しびれる,to become numb;to go to sleep (i.e. a limb),Ichidan verb | intransitive verb,to become numb | to go to sleep (e.g. a limb) | to get an electric shock | to tingle (from an electric shock) | to be excited,scene_image,72,person_action_scene,action_state,person becoming numb,痺れる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
n1_02468,N1,癌,がん,cancer,noun (common) (futsuumeishi),cancer,review,55,noun_needs_review,general,cancer,癌,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02469,N1,発,はつ,departure;beginning;counter for gunshots,"noun, used as a suffix | counter","departure | departing from ... | leaving at (e.g. 8:30) | sent from ... | (a letter, etc.) dated ...",skip,10,not_recommended,skip,departure,発,,function word or bound form,Tanos JLPT vocabulary
n1_02470,N1,発作,ほっさ,fit;spasm,noun (common) (futsuumeishi),fit | attack | spasm | ictus | paroxysm,review,55,noun_needs_review,general,fit,発作,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02471,N1,発掘,はっくつ,excavation;exhumation,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,"excavation | exhumation | digging up | unearthing | discovery (of a new fact, talent, etc.)",review,48,action_needs_review,person_family,person excavationing,発掘,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02472,N1,発条,ばね,spring (e.g. coil leaf),noun (common) (futsuumeishi),spring (device) | spring (in one's legs) | bounce | springboard | impetus,review,55,noun_needs_review,general,spring,発条,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02473,N1,発生,はっせい,outbreak;spring forth;occurrence;incidence;origin,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb | transitive verb,"occurrence | incidence | outbreak | birth (e.g. of civilization) | generation (of power, heat, etc.)",review,48,action_needs_review,person_family,person outbreaking,発生,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02474,N1,発病,はつびょう,attack (disease),noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,onset of an illness | falling ill,review,48,action_needs_review,person_family,person attacking,発病,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02475,N1,発育,はついく,(physical) growth;development,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,(physical) growth | development,review,48,action_needs_review,person_family,person growthing,発育,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02476,N1,発芽,はつが,burgeoning,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,germination | sprouting | budding,review,48,action_needs_review,person_family,person burgeoninging,発芽,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02477,N1,発言,はつげん,utterance;speech;proposal,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb | intransitive verb,statement | remark | observation | utterance | speech,review,48,action_needs_review,person_family,person utterancing,発言,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02478,N1,発足,はっそく,starting;inauguration,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,starting | inauguration | launch | founding | establishment,review,48,action_needs_review,person_family,person startinging,発足,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02479,N1,登校,とうこう,attendance (at school),noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,attendance (at school) | going to school,review,48,action_needs_review,person_family,person attendancing,登校,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02480,N1,登録,とうろく,registration;register;entry;record,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,registration | accession | register | entry | record,review,48,action_needs_review,person_family,person registrationing,登録,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02481,N1,白状,はくじょう,confession,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,confession,review,48,action_needs_review,person_family,person confessioning,白状,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02482,N1,百科事典,ひゃっかじてん,encyclopedia,noun (common) (futsuumeishi),encyclopedia | encyclopaedia,review,55,noun_needs_review,general,encyclopedia,百科事典,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02483,N1,百科辞典,ひゃっかじてん,encyclopedia,noun (common) (futsuumeishi),encyclopedia | encyclopaedia,review,55,noun_needs_review,general,encyclopedia,百科辞典,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02484,N1,的,てき,-like;typical,suffix | adjectival nouns or quasi-adjectives (keiyodoshi),-ical | -ive | -al | -ic | -y,skip,10,not_recommended,skip,-like,的,,function word or bound form,Tanos JLPT vocabulary
n1_02485,N1,皇居,こうきょ,Imperial Palace,noun (common) (futsuumeishi),Imperial Palace (of Japan) | imperial residence,review,55,noun_needs_review,general,Imperial Palace,皇居,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02486,N1,皺,しわ,wrinkles;creases,noun (common) (futsuumeishi),wrinkle | crease | ripple,review,55,noun_needs_review,general,wrinkles,皺,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02487,N1,益々,ますます,increasingly;more and more,adverb (fukushi),increasingly | more and more | decreasingly | less and less,review,48,action_needs_review,person_family,person increasinglying,益々,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n1_02488,N1,盗み,ぬすみ,stealing,noun (common) (futsuumeishi),stealing | theft,review,55,noun_needs_review,general,stealing,盗み,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n1_02489,N1,盛り上がる,もりあがる,to rouse;to swell;to rise,Godan verb with 'ru' ending | intransitive verb,to swell | to rise | to bulge | to be piled up | to rouse,scene_image,72,person_action_scene,action_state,person rousing,盛り上がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary
